1
14	72	0	0	0	0	0	0	0	50
14	73	0	0	0	0	0	0	0	50
14	74	0	0	0	0	0	0	0	50
14	75	0	0	0	0	0	0	0	50
14	76	0	0	0	0	0	0	0	50
14	77	0	0	0	0	0	0	0	50

14	78	0	0	0	0	0	0	0	50
14	79	0	0	0	0	0	0	0	50
14	80	0	0	0	0	0	0	0	50
14	81	0	0	0	0	0	0	0	50
14	82	0	0	0	0	0	0	0	50

13	43	0	0	0	0	0	0	0	50
13	44	0	0	0	0	0	0	0	50
13	45	0	0	0	0	0	0	0	50

13	46	0	0	0	0	0	0	0	50
13	47	0	0	0	0	0	0	0	50
13	48	0	0	0	0	0	0	0	50

13	54	0	0	0	0	0	0	0	50
13	55	0	0	0	0	0	0	0	50
13	56	0	0	0	0	0	0	0	50
13	57	0	0	0	0	0	0	0	50
13	58	0	0	0	0	0	0	0	50

14	54	0	0	0	0	0	0	0	50
14	53	0	0	0	0	0	0	0	50

14	46	0	0	0	0	0	0	0	50
14	47	0	0	0	0	0	0	0	50
14	48	0	0	0	0	0	0	0	50
14	49	0	0	0	0	0	0	0	50
14	50	0	0	0	0	0	0	0	50
end
