// ----------------------------	//
//     Martin The Rogue Trader	//
//------------------------------//

//--------------------------------------------------------------------------------------//
//	Type	Index	Level	Dur	Skill	Luck	Opt				//
//--------------------------------------------------------------------------------------//
	3 	5 	3 	0 	0 	1 	1 	// Double Poleaxe +3 
	3 	1 	3 	0 	0 	1 	1 	// Spear +3 
	3 	3 	3 	0 	0 	1 	1 	// Giant Trident +3 
	3 	7 	3 	0 	1 	1 	1 	// Berdysh +3 
	3 	4 	3 	0 	1 	1 	1 	// Serpent Spear +3 
	3 	0 	3 	0 	1 	1 	1 	// Light Spear +3 
	3 	6 	3 	0 	1 	1 	1 	// Halberd +3 
	2 	3 	3 	0 	1 	1 	1 	// Great Hammer +3 
	12	13	0	0	0	0	0	//Orb of Implate
	
end
